unit,cycle,op1,op2,op3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL
1,1,-1.6457900772686898,0.197785631426555,-0.1251758473191641,-0.6241557062380221,-1.1821311206445055,-1.339934947882108,-1.0774916155987722,-0.9709561084054964,-0.1880726386366624,0.4276905923506993,-1.4977828697273263,-1.2535964928597267,0.4897938401978023,-1.7298876960712513,0.1591848133202218,0.193546173736066,-0.7740686924291269,-0.519706087291088,0.685018899103366,1.2390457628871947,0.8691426843160688,-0.7267115732900714,0.639214606094492,0.6231413995636642,125
1,2,2.031487766168083,1.0880978510171029,-0.2383022341066772,-0.8374624696073166,-0.6353816489145515,-0.3404519816945583,-1.1557141007194314,-0.5721418649761583,1.8776624438682592,-0.2041777546300102,0.0797978740660664,-1.1333298271509529,0.512363921557136,0.9507830390756256,0.7430470789143198,0.7214524589253721,-0.719652824861272,-1.3062460126379651,2.3355093379443987,0.6974803243981804,-1.149331763055015,0.4320170724992237,0.7672920536758078,-2.75196914095887,125
1,3,-0.5636493725478912,1.2077226657574065,0.3160267192790045,0.3245035404857677,0.2745849408344196,-0.8722090018125359,-0.2462656582600264,-0.9783450804526708,-0.1709842113094757,1.221595793097507,-1.733921461155831,0.0401278492226455,-0.0554438279450463,-2.1356726980618785,0.6300337214807568,-0.9825914236642428,1.1905141805321209,-1.6401843232859,-0.1342956938437981,-0.1410397525479288,-0.3338871882927599,-0.2087002552199058,-1.6040315701852563,2.031152305864328,125
1,4,-0.9350899861119176,0.1867647719893928,-0.3915239363846722,0.339532977249766,-0.4321543281361121,-2.1972959175054645,-0.260708821637965,-0.6450978210024653,-0.2553443484398937,-0.543020564647704,-1.2960096782637205,-0.3593131164823808,0.4538039828971762,-1.938792930820312,-0.3732543736938624,-1.5170965478613996,0.6365007244203174,-2.099022303176,0.1475745715642856,1.292157921666803,-0.0608141155789824,0.8685208312173506,-0.544084865706896,-0.5506680472113422,125
1,5,-1.016924208864568,0.0769292089022341,0.8945144343532114,2.928865802847999,-2.061116173274578,-2.790145186282486,0.6527660403456909,0.3282492201001826,0.346956537098569,0.8715924889149943,-0.7639597893203124,0.4872586030064157,0.9556413378580136,-1.6283952193703102,-0.7711424824946099,2.1361424885542792,-1.3394756026827244,-0.1033649335257089,1.346357147755748,-0.8080311671349689,0.2650837174859337,2.6005110981101693,1.0379406240559548,-0.3045927268009455,125
1,6,0.7245566531487038,0.5453628459543527,0.875702588983956,-0.6432695223741158,-1.7568794612186989,-1.3578262348930557,0.547637101432909,-0.799099283950938,0.7426431223546269,0.5272351090659289,-0.4477897309213957,0.7899857652490393,0.662210948714857,1.5066977625698126,0.9550828046124914,1.0071322008846393,1.1383872626049154,-0.4314247516505544,-1.3137823957645791,0.1009002986482188,-0.0329074703896997,0.3365513567564796,0.8327883118200754,0.1423036972718212,125
1,7,-1.2114681980913458,-1.0636099471267793,0.9837805882533668,0.1203415281605387,0.3082526139298432,-2.1248809432565348,-0.2147020564777097,-0.4807040503189312,0.9113284364560802,-0.0213565404123667,0.987155611643006,0.6735855482210497,1.5318897200907549,-1.8762639612585092,1.0007767240581682,0.8023776533157932,-0.1047171144770014,-1.3795033266115444,0.1648722270478021,-0.4164847205846646,0.9179862686738988,0.1512193571824736,-0.0344047057741269,-0.0221398233109405,125
1,8,0.2433745996837606,0.0034154280212376,-0.3922156233464399,0.3413555050330772,-0.106776788299784,-0.5110813695788459,1.2420944404690344,-0.5198984429169393,1.4990368536013268,0.972858495718528,-1.1117956811924632,0.7317844583429303,-0.0239394779935826,-0.5316320675803582,-0.5215215391762903,0.9314300721450632,0.774857989077353,-0.1767541292268434,0.9286784560071084,0.0703103156010638,-0.131243287381606,-0.4234700843767001,0.0499015462316543,-0.8168307456158236,125
1,9,-1.7674196028618796,-0.7054851944247195,-1.5010614510409477,1.6119844073973222,-0.3304499362771181,1.0160328368054452,0.5594510545595017,0.5297228445421995,-0.4471196288939109,-0.5445093202507378,0.6798730440560944,-0.7306010380958643,-1.718420619052822,-1.4844136547060534,0.7173767250089265,0.7707377448644209,-2.010171373754851,-0.2732895793719752,-1.2213756789019972,-0.4355542611901039,-0.9052394925816158,0.7592572075944489,-0.716389490799391,-0.3752383681281709,125
1,10,0.8619465805988878,-0.0144120483867296,0.8458430413269556,0.326668550871052,0.3824541971193589,-0.0695350726814851,0.8043765157205325,0.5876803331904484,0.7333456268589452,0.2247878101509906,-2.528625337632233,1.5990152403837845,-0.2365013334185229,-0.813051940973917,1.350806906570381,1.433325687860076,0.4407189053221846,1.695059805000195,-0.2525106791302546,0.8139812127838779,0.6766346887589271,0.1492820596880811,-0.4212285617251374,-0.4245572765630426,125
1,11,-0.0026509284242836,0.3117803692516864,0.7219370761941917,0.0648231377328722,0.5268250117533496,2.1865984987981513,2.4965416945150394,-0.0244703386332532,1.8922724862453384,-0.2037458019782731,-0.5444183518073192,0.0807668615806478,-0.936160089141546,0.0294376029991833,0.982155218008975,-1.2995809628784292,-1.2906590882334277,0.3957474450134469,-0.520274791696216,1.4810178909158536,-1.2982794276296774,0.1212756987684356,0.7595257812595825,-1.4466739052033435,125
1,12,1.3401348234282249,0.6766564333691577,0.136907321097989,-1.1142633557939694,-0.6676610735930404,-0.8165170915486919,0.3901867732902764,0.9060115275736008,0.0887477318231801,-1.7529265861506174,0.8671743983064487,-0.8711848837210205,0.1869575430222913,1.8172199276319008,-0.8830615536705745,0.3797444623142499,-0.4486421850186862,-0.4830428836212864,0.6098884169917469,-0.2340521874959649,1.6688286635560834,-1.755192858789541,-0.93520581247606,-0.2245020074564871,125
1,13,-0.7944356453729493,0.3522288974591158,-0.2665481103080575,0.0969663002766513,0.0626103308041087,0.1036360444524012,0.099832826080246,0.0539893608939266,1.255398362249165,0.8783502109584451,0.8125537119611074,1.4434865030310549,-0.1737456463136907,-0.1398121058001245,-0.0032012810783474,0.1968796340901202,0.4473444738338901,-2.129704011483869,-0.742392616706956,-0.3082367794429425,0.6412951309205878,0.7686776985258802,-2.067390927698537,-0.0855447828823979,125
1,14,0.1603893758346001,0.1694793882273834,-0.5050830114930777,1.5092601337025648,-1.663300628485431,0.6659728511883811,-0.3782835560343062,-0.1002660894660794,-0.2945396707385934,0.0009698185111277,0.3836967007053868,-0.7750076482626517,-0.4760981891898035,0.9776165653548776,-0.0708551828530929,-0.5569374700104234,0.0242768997967245,-0.2797869216016783,-1.5687624570859815,-0.9345929269494344,0.8542721260183055,0.9861533401756168,0.5825369579799328,-0.0735987795893568,125
1,15,0.8101900109839716,-0.2807412392610485,1.098813439548252,-0.736814184908196,-0.4907143110742577,-0.4043891317066026,1.2464487544429623,-1.6065078349123785,-0.0125239994110684,0.6100530836239293,0.6404393357111557,1.516175530677427,1.85955270484942,1.0423743161875147,-0.8585456922785866,-0.04835453359703,-1.4396583765665838,0.0182813502648339,-0.5654053437552462,-1.0156013328922853,2.0419903607422305,1.3630783353021314,-2.525280855770763,0.6241050223227316,125
1,16,0.5655017456043187,1.396952830980224,-0.0893969897464624,0.1766020298818748,-0.2763296533138444,1.2758973790873356,-0.5653870258049827,1.3501697240550514,-0.0792062869933746,-0.1591906900775617,-0.927962629821377,-1.8901635824062968,1.8230988563010015,-0.1645954815417036,-0.2232763145591037,0.3388127777132864,0.0986691067020096,-0.4296888782355201,-0.6533383747097914,-0.8571409055737067,0.7462228435146101,0.3567524448079631,-0.6342495628837963,-1.107656516023897,125
1,17,0.4409902622732494,0.5623758933002188,0.3077240890869856,0.0199425548613461,-0.9700114951971046,-0.3837835098070338,0.5579957143221201,-0.8514006280137089,0.8011154277993234,0.7267424808370124,-1.5664608608794637,-1.5423497800017751,-0.3822799282757474,0.0505764185791583,-0.9290364313670152,-0.1319562844477885,-1.1512847710683796,1.3742802151949611,0.7473266919411667,-1.5149086080275032,1.3620863926294384,-0.115081983082016,3.091101592295806,-1.1306607706563954,125
1,18,0.2931694828503242,0.5025163230603216,0.32668627897641,0.491502888289131,-0.6321442739729962,-1.0229472185973878,-0.2390578978240993,2.852208811490115,0.7375259942289067,0.2012569808338546,0.872633374195853,0.4736681132553879,0.900905310650585,0.9121917966949014,1.366632169264503,-0.8398154442819956,-0.8690627216583359,-0.0512584678400297,-3.321577025091899,-1.4016196477856349,1.0396531170043175,-0.046351814666449,1.337796414403244,0.1837417810837925,125
1,19,-0.8694026963044811,1.3811204567033737,1.6828101947522751,2.2383307837404423,0.8471273657797137,1.610791415210894,-0.8583353316160659,-0.3623973750348885,0.924964003964436,0.6388819805197016,0.620430672055717,-0.9917785798110172,-0.5938404088427854,0.0695812268195493,-0.9960783761826408,-1.379857169181664,-0.18793817132588,-0.452519596022391,-0.0693658362919768,-1.8433203854218967,0.4662512510312299,-1.8316301329536449,1.0972334305156912,1.6802236658634278,125
1,20,1.3382828380298508,0.227646813619617,0.0778139414211266,-0.9652300937016216,-1.0700576485249913,0.9764542768096606,0.9337396739978832,0.7383035661105393,-0.0073295612392293,0.2585463057129971,-0.0440388601131442,0.4233888255292337,0.1547082255150936,-0.0861939628821519,-0.573741015236879,0.872858280378519,-0.0527198392981,-0.3695826296340319,-0.8379314011500237,0.6404829093950573,-0.3645818318918692,1.1475445635755792,0.3876739372520733,1.1327239977206756,125
1,21,-1.363384716299753,-0.0947979433817283,-1.5508034865153637,0.5524350361664635,0.6821824099055473,-0.6302116672761862,0.1490459753919215,1.2552236179086338,-0.8247116739622746,-0.3051734368236827,0.2813935195068636,-0.8858203556685308,0.3255363056271483,-1.417811645576882,0.3289478638597895,1.811963346936778,-0.0550104423912859,-0.7680051674044516,-0.2927582565820226,-0.1157099640449548,-1.342407354882627,-0.6920806376207025,0.6349435550710566,0.7409956059044188,125
1,22,1.58652574720827,-1.50387608888968,-1.5611010223670327,-1.1945889068818614,-0.706855332471817,0.9504138494884262,1.1956153580237443,1.0709128159307668,-0.4308701179717311,-1.3542771942920484,-0.9801282723730608,-1.610588555617263,-1.4999782286994645,-0.4808813658717947,-1.056637001514844,0.6996098190556554,-0.4855407894208517,1.3290118881575586,-0.4070863672222394,-0.9380646468250232,0.9255682687509624,-0.8458773155009757,1.3387645446697785,-2.1367968710208354,125
1,23,0.8219952532820869,-1.7307043085521847,0.934245890089722,0.2687962432212315,-1.8332770719733724,0.1807460195329559,1.0915878836131474,-0.6204684428333735,-1.603256889208332,-0.7738453196497544,-0.4594727408316125,0.7532682030814964,-0.7105875948992332,0.0941921801534086,-0.3201780725906993,0.8268859769748026,-2.5520008795562283,-1.0427054149723052,0.7435699039766017,0.7185867154099048,0.3243893376997704,0.1231505802279993,-1.2052734532907068,0.6904059701082649,125
1,24,-0.917952120192596,1.318405157270678,-0.9202521336875656,0.6022530341146399,1.5363086617328063,-0.4568148745369649,1.5087154693333773,-0.5388040804481863,-1.060663043830264,-0.1259398129553369,-0.7381361056611321,-0.1330334474460571,0.7663049575780876,1.2051736975495124,0.6108807717646547,-1.506152183445569,0.1125437940368638,0.3174802116407709,-2.9978872004441928,-0.0677872471600325,0.0627037745312911,0.1458911091568547,2.0113464902895815,-0.2560243516657057,125
1,25,2.3477921895575866,-2.466635143054209,-0.741854334953179,-2.00875809027719,1.520408406067865,0.4292875388608214,-0.4107321587767006,1.5286226655283954,-1.5424448309223762,-0.3964876434174786,0.4716771182008108,0.2314434994010122,-0.9608404397067788,-0.6850368630449563,1.71756357750068,1.232798118569569,1.9877914788575024,1.296008466829323,0.5502959799782108,0.7562412099813708,0.8513465893544582,0.9337584359233192,0.2833933621067145,-1.3922058272670812,125
